FrameNumbers,Laser_ID,Points_X,Points_Y,Points_Z,Azimuth,Distance,Intensity,Distance_2,Intensity_2,
1,13,-0.540821,-1.97441,-0.105509,195.668,2.016,54,0,0,
1,21,-0.482633,-1.76629,0.157229,195.674,1.804,75,0,0,
1,29,-1.78669,-6.4114,1.52877,195.679,6.796,37,0,0,
1,14,-0.543092,-1.97953,-0.070497,195.691,2.02,39,0,0,
1,22,-0.480357,-1.75554,0.187733,195.696,1.796,78,0,0,
1,30,-1.78592,-6.39899,1.64797,195.702,6.812,40,0,0,
1,23,-0.47901,-1.74811,0.21839,195.719,1.792,50,0,0,
1,31,-1.77513,-6.35104,1.7579,195.724,6.792,26,0,0,
1,24,-0.490585,-1.78589,0.255522,195.747,1.836,4,0,0,
1,25,-0.520062,-1.88759,0.304734,195.769,1.948,2,0,0,
1,11,-0.54522,-1.97225,-0.176055,195.803,2.02,39,0,0,
1,19,-0.486901,-1.76554,0.0942047,195.809,1.8,17,0,0,
1,12,-0.543484,-1.96318,-0.140071,195.826,2.008,56,0,0,
1,20,-0.489249,-1.77118,0.12612,195.831,1.808,74,0,0,
1,28,-1.7953,-6.3747,1.40049,195.837,6.736,45,0,0,
1,13,-0.54593,-1.96886,-0.1053,195.848,2.012,60,0,0,
1,21,-0.48709,-1.76094,0.15688,195.854,1.8,76,0,0,
1,29,-1.79192,-6.35327,1.51617,195.859,6.74,40,0,0,
1,14,-0.546029,-1.96628,-0.0700782,195.871,2.008,69,0,0,
1,22,-0.484782,-1.7502,0.187315,195.876,1.792,77,0,0,
1,30,-1.79008,-6.33735,1.63346,195.882,6.752,41,0,0,
1,15,-0.547052,-1.96694,-0.0350444,195.893,2.008,20,0,0,
1,23,-0.481237,-1.73515,0.216927,195.899,1.78,54,0,0,
1,31,-1.78343,-6.30455,1.74651,195.904,6.748,34,0,0,
1,24,-0.492932,-1.77291,0.253852,195.927,1.824,4,0,0,
1,9,-0.509684,-1.83025,-0.229114,195.938,1.88,1,0,0,
1,17,-0.486169,-1.74726,0.0310653,195.944,1.78,0,0,0,
1,25,-0.521647,-1.87076,0.302231,195.949,1.932,23,0,0,
1,18,-0.49103,-1.76166,0.0626795,195.966,1.796,0,0,0,
1,11,-0.55251,-1.97435,-0.176403,195.983,2.024,35,0,0,
1,19,-0.491345,-1.76016,0.0939954,195.989,1.796,19,0,0,
1,27,-1.84092,-6.46776,1.30055,195.994,6.816,38,0,0,
1,12,-0.550749,-1.96529,-0.14035,196.006,2.012,37,0,0,
1,20,-0.498112,-1.78114,0.126957,196.011,1.82,75,0,0,
1,28,-1.80345,-6.32766,1.39135,196.017,6.692,39,0,0,
1,13,-0.549907,-1.95946,-0.104881,196.028,2.004,62,0,0,
1,21,-0.495922,-1.77089,0.157926,196.034,1.812,75,0,0,
1,29,-1.79464,-6.28768,1.50177,196.039,6.676,42,0,0,
1,14,-0.552203,-1.96455,-0.0700782,196.051,2.008,75,0,0,
1,22,-0.490278,-1.74866,0.187315,196.056,1.792,76,0,0,
1,30,-1.78958,-6.26083,1.61507,196.062,6.676,41,0,0,
1,7,-0.509101,-1.81273,-0.292845,196.068,1.872,0,0,0,
1,15,-0.547692,-1.946,-0.0346954,196.073,1.988,53,0,0,
1,23,-0.486685,-1.73363,0.216927,196.079,1.78,62,0,0,
1,31,-1.78717,-6.24323,1.73098,196.084,6.688,29,0,0,
1,8,-0.51682,-1.83615,-0.263315,196.096,1.892,1,0,0,
1,16,-0.543184,-1.92681,0,196.101,1.968,4,0,0,
1,24,-0.499598,-1.77516,0.254408,196.107,1.828,4,0,0,
1,9,-0.512125,-1.8172,-0.227652,196.118,1.868,2,0,0,
1,17,-0.492767,-1.74957,0.0311351,196.124,1.784,1,0,0,
1,10,-0.522712,-1.85112,-0.198604,196.141,1.9,3,0,0,
1,18,-0.493227,-1.74859,0.0622607,196.146,1.784,1,0,0,
1,19,-0.501322,-1.77395,0.0948328,196.169,1.812,29,0,0,
1,27,-1.84919,-6.42047,1.29216,196.174,6.772,29,0,0,
1,20,-0.50148,-1.7719,0.126399,196.191,1.812,57,0,0,
1,28,-1.82222,-6.31821,1.39051,196.197,6.688,30,0,0,
1,21,-0.497032,-1.75402,0.156532,196.214,1.796,74,0,0,
1,29,-1.79805,-6.22587,1.48828,196.219,6.616,42,0,0,
1,6,-0.513676,-1.80993,-0.325764,196.225,1.876,0,0,0,
1,14,-0.553903,-1.94745,-0.0695198,196.231,1.992,75,0,0,
1,22,-0.492432,-1.73566,0.186061,196.236,1.78,75,0,0,
1,30,-1.79513,-6.20674,1.60249,196.242,6.624,42,0,0,
1,7,-0.511477,-1.79974,-0.290968,196.247,1.86,1,0,0,
1,23,-0.488795,-1.72065,0.215465,196.259,1.768,67,0,0,
1,31,-1.79162,-6.18566,1.71649,196.264,6.632,28,0,0,
1,8,-0.527027,-1.84972,-0.265542,196.276,1.908,2,0,0,
1,16,-0.525686,-1.84446,0,196.281,1.884,75,0,0,
1,24,-0.502951,-1.76597,0.253295,196.287,1.82,15,0,0,
1,9,-0.528973,-1.85369,-0.232527,196.298,1.908,21,0,0,
1,17,-0.516225,-1.80943,0.032252,196.304,1.848,36,0,0,
1,25,-0.515639,-1.80677,0.29222,196.309,1.868,4,0,0,
1,10,-0.527407,-1.84565,-0.198186,196.321,1.896,37,0,0,
