Flag,Azimuth,Channel,Distance,Intensity,Vertical_Angle,Horizontal_Angle,Points_X,Points_Y,Points_Z
ffee,70.08,11,4.892,79,10,70.08,4.529,1.641,0.849
ffee,70.08,12,3.56,75,-13,70.08,3.261,1.182,-0.801
ffee,70.08,13,3.488,79,-5,70.08,3.267,1.184,-0.304
ffee,70.08,14,4.836,78,3,70.08,4.54,1.645,0.253
ffee,70.08,15,4.908,77,11,70.08,4.53,1.641,0.936
ffee,70.08,16,3.524,72,-12,70.08,3.241,1.174,-0.733
ffee,70.08,17,3.416,31,-4,70.08,3.204,1.161,-0.238
ffee,70.08,18,4.836,78,4,70.08,4.536,1.644,0.337
ffee,70.08,19,4.924,78,12,70.08,4.528,1.641,1.024
ffee,70.08,20,3.524,74,-11,70.08,3.252,1.179,-0.672
ffee,70.08,21,4.372,61,-3,70.08,4.105,1.488,-0.229
ffee,70.08,22,4.832,77,5,70.08,4.526,1.64,0.421
ffee,70.08,23,4.948,77,13,70.08,4.533,1.643,1.113
ffee,70.08,24,3.516,75,-10,70.08,3.255,1.18,-0.611
ffee,70.08,25,4.664,81,-2,70.08,4.382,1.588,-0.163
ffee,70.08,26,4.856,79,6,70.08,4.54,1.645,0.508
ffee,70.08,27,4.96,77,14,70.08,4.525,1.64,1.2
ffee,70.08,28,3.504,70,-9,70.08,3.254,1.179,-0.548
ffee,70.08,29,4.828,79,-1,70.08,4.538,1.645,-0.084
ffee,70.08,30,4.852,78,7,70.08,4.528,1.641,0.591
ffee,70.08,31,4.984,76,15,70.08,4.526,1.64,1.29
ffee,70.26,0,3.58,25,-16,70.26,3.239,1.162,-0.987
ffee,70.26,1,3.492,74,-8,70.26,3.255,1.168,-0.486
ffee,70.26,2,4.82,77,0,70.26,4.537,1.628,0.0
ffee,70.26,3,4.872,80,8,70.26,4.541,1.63,0.678
ffee,70.26,4,3.58,66,-15,70.26,3.255,1.168,-0.927
ffee,70.26,5,3.484,72,-7,70.26,3.255,1.168,-0.425
ffee,70.26,6,4.828,79,1,70.26,4.544,1.63,0.084
ffee,70.26,7,4.876,80,9,70.26,4.533,1.627,0.763
ffee,70.26,8,3.548,74,-14,70.26,3.24,1.163,-0.858
ffee,70.26,9,3.468,76,-6,70.26,3.246,1.165,-0.363
ffee,70.26,10,4.816,79,2,70.26,4.53,1.626,0.168
ffee,70.26,11,4.892,79,10,70.26,4.535,1.627,0.849
ffee,70.26,12,3.556,70,-13,70.26,3.261,1.17,-0.8
ffee,70.26,13,3.48,77,-5,70.26,3.263,1.171,-0.303
ffee,70.26,14,4.828,79,3,70.26,4.538,1.628,0.253
ffee,70.26,15,4.9,79,11,70.26,4.527,1.625,0.935
ffee,70.26,16,3.536,70,-12,70.26,3.255,1.168,-0.735
ffee,70.26,17,3.432,32,-4,70.26,3.222,1.156,-0.239
ffee,70.26,18,4.832,80,4,70.26,4.537,1.628,0.337
ffee,70.26,19,4.912,79,12,70.26,4.522,1.623,1.021
ffee,70.26,20,3.508,75,-11,70.26,3.241,1.163,-0.669
ffee,70.26,21,4.368,61,-3,70.26,4.106,1.473,-0.229
ffee,70.26,22,4.844,78,5,70.26,4.542,1.63,0.422
ffee,70.26,23,4.944,78,13,70.26,4.534,1.627,1.112
ffee,70.26,24,3.504,74,-10,70.26,3.248,1.166,-0.608
ffee,70.26,25,4.664,81,-2,70.26,4.387,1.574,-0.163
ffee,70.26,26,4.844,79,6,70.26,4.534,1.627,0.506
ffee,70.26,27,4.968,77,14,70.26,4.537,1.628,1.202
ffee,70.26,28,3.492,70,-9,70.26,3.246,1.165,-0.546
ffee,70.26,29,4.824,79,-1,70.26,4.54,1.629,-0.084
ffee,70.26,30,4.852,78,7,70.26,4.533,1.627,0.591
ffee,70.26,31,4.98,76,15,70.26,4.528,1.625,1.289
ffee,70.44,0,3.58,23,-16,70.44,3.243,1.152,-0.987
ffee,70.44,1,3.492,72,-8,70.44,3.258,1.158,-0.486
ffee,70.44,2,4.816,78,0,70.44,4.538,1.612,0.0
ffee,70.44,3,4.864,81,8,70.44,4.539,1.613,0.677
ffee,70.44,4,3.56,65,-15,70.44,3.24,1.151,-0.921
ffee,70.44,5,3.48,75,-7,70.44,3.255,1.156,-0.424
ffee,70.44,6,4.824,79,1,70.44,4.545,1.615,0.084
ffee,70.44,7,4.872,80,9,70.44,4.534,1.611,0.762
ffee,70.44,8,3.56,73,-14,70.44,3.255,1.156,-0.861
ffee,70.44,9,3.48,76,-6,70.44,3.261,1.159,-0.364
ffee,70.44,10,4.828,79,2,70.44,4.547,1.615,0.168
ffee,70.44,11,4.888,80,10,70.44,4.536,1.612,0.849
ffee,70.44,12,3.528,67,-13,70.44,3.239,1.151,-0.794
ffee,70.44,13,3.48,75,-5,70.44,3.267,1.161,-0.303
ffee,70.44,14,4.832,79,3,70.44,4.547,1.616,0.253
ffee,70.44,15,4.896,79,11,70.44,4.529,1.609,0.934
ffee,70.44,16,3.524,75,-12,70.44,3.248,1.154,-0.733
ffee,70.44,17,3.448,31,-4,70.44,3.241,1.152,-0.241
ffee,70.44,18,4.836,79,4,70.44,4.546,1.615,0.337
ffee,70.44,19,4.92,78,12,70.44,4.535,1.611,1.023
ffee,70.44,20,3.488,74,-11,70.44,3.226,1.146,-0.666
ffee,70.44,21,4.368,62,-3,70.44,4.11,1.46,-0.229
ffee,70.44,22,4.828,77,5,70.44,4.532,1.61,0.421
ffee,70.44,23,4.94,77,13,70.44,4.536,1.611,1.111
ffee,70.44,24,3.488,75,-10,70.44,3.237,1.15,-0.606
ffee,70.44,25,4.664,76,-2,70.44,4.392,1.561,-0.163
ffee,70.44,26,4.844,79,6,70.44,4.539,1.613,0.506
ffee,70.44,27,4.952,77,14,70.44,4.528,1.609,1.198
ffee,70.44,28,3.488,75,-9,70.44,3.246,1.153,-0.546
ffee,70.44,29,4.82,79,-1,70.44,4.541,1.613,-0.084
ffee,70.44,30,4.844,79,7,70.44,4.53,1.61,0.59
ffee,70.44,31,4.992,77,15,70.44,4.544,1.614,1.292
ffee,70.62,0,3.576,20,-16,70.62,3.243,1.141,-0.986
ffee,70.62,1,3.488,63,-8,70.62,3.258,1.146,-0.485
ffee,70.62,2,4.82,78,0,70.62,4.547,1.599,0.0
ffee,70.62,3,4.864,81,8,70.62,4.544,1.598,0.677
ffee,70.62,4,3.56,38,-15,70.62,3.244,1.141,-0.921
ffee,70.62,5,3.488,62,-7,70.62,3.266,1.149,-0.425
ffee,70.62,6,4.824,80,1,70.62,4.55,1.601,0.084
ffee,70.62,7,4.872,80,9,70.62,4.539,1.597,0.762
ffee,70.62,8,3.572,51,-14,70.62,3.27,1.15,-0.864
ffee,70.62,9,3.46,63,-6,70.62,3.246,1.142,-0.362
ffee,70.62,10,4.82,79,2,70.62,4.544,1.598,0.168
ffee,70.62,11,4.884,80,10,70.62,4.537,1.596,0.848
ffee,70.62,12,3.552,41,-13,70.62,3.265,1.148,-0.799
ffee,70.62,13,3.476,58,-5,70.62,3.267,1.149,-0.303
ffee,70.62,14,4.82,80,3,70.62,4.541,1.597,0.252
ffee,70.62,15,4.896,79,11,70.62,4.534,1.595,0.934
ffee,70.62,16,3.54,50,-12,70.62,3.266,1.149,-0.736
ffee,70.62,17,3.468,35,-4,70.62,3.264,1.148,-0.242
ffee,70.62,18,4.832,80,4,70.62,4.547,1.6,0.337
ffee,70.62,19,4.912,79,12,70.62,4.532,1.594,1.021
ffee,70.62,20,3.532,43,-11,70.62,3.271,1.15,-0.674
ffee,70.62,21,4.364,61,-3,70.62,4.111,1.446,-0.228
ffee,70.62,22,4.836,78,5,70.62,4.545,1.599,0.421
ffee,70.62,23,4.94,78,13,70.62,4.541,1.597,1.111
ffee,70.62,24,3.524,50,-10,70.62,3.274,1.152,-0.612
ffee,70.62,25,4.68,61,-2,70.62,4.412,1.552,-0.163
ffee,70.62,26,4.84,79,6,70.62,4.541,1.597,0.506
ffee,70.62,27,4.952,78,14,70.62,4.533,1.594,1.198
ffee,70.62,28,3.512,46,-9,70.62,3.272,1.151,-0.549
ffee,70.62,29,4.724,77,-1,70.62,4.456,1.567,-0.082
ffee,70.62,30,4.848,79,7,70.62,4.539,1.597,0.591
ffee,70.62,31,4.976,76,15,70.62,4.534,1.595,1.288
ffee,70.8,0,3.592,15,-16,70.8,3.261,1.136,-0.99
ffee,70.8,1,3.492,50,-8,70.8,3.266,1.137,-0.486
ffee,70.8,2,4.72,78,0,70.8,4.457,1.552,0.0
ffee,70.8,3,4.868,81,8,70.8,4.552,1.585,0.677
ffee,70.8,4,3.584,36,-15,70.8,3.269,1.138,-0.928
ffee,70.8,5,3.48,53,-7,70.8,3.262,1.136,-0.424
ffee,70.8,6,4.828,80,1,70.8,4.559,1.588,0.084
ffee,70.8,7,4.868,81,9,70.8,4.541,1.581,0.762
ffee,70.8,8,3.58,42,-14,70.8,3.28,1.142,-0.866
ffee,70.8,9,3.476,60,-6,70.8,3.265,1.137,-0.363
ffee,70.8,10,4.828,80,2,70.8,4.557,1.587,0.168
ffee,70.8,11,4.884,81,10,70.8,4.542,1.582,0.848
ffee,70.8,12,3.58,41,-13,70.8,3.294,1.147,-0.805
ffee,70.8,13,3.476,55,-5,70.8,3.27,1.139,-0.303
ffee,70.8,14,4.824,80,3,70.8,4.549,1.584,0.252
ffee,70.8,15,4.896,80,11,70.8,4.539,1.581,0.934
ffee,70.8,16,3.552,55,-12,70.8,3.281,1.143,-0.739
ffee,70.8,17,3.468,34,-4,70.8,3.267,1.138,-0.242
ffee,70.8,18,4.832,80,4,70.8,4.552,1.585,0.337
ffee,70.8,19,4.908,79,12,70.8,4.534,1.579,1.02
ffee,70.8,20,3.548,55,-11,70.8,3.289,1.145,-0.677
ffee,70.8,21,4.36,64,-3,70.8,4.112,1.432,-0.228
ffee,70.8,22,4.832,78,5,70.8,4.546,1.583,0.421
ffee,70.8,23,4.936,78,13,70.8,4.542,1.582,1.11
ffee,70.8,24,3.524,58,-10,70.8,3.277,1.141,-0.612
ffee,70.8,25,4.7,77,-2,70.8,4.436,1.545,-0.164
ffee,70.8,26,4.848,80,6,70.8,4.553,1.586,0.507
ffee,70.8,27,4.948,78,14,70.8,4.534,1.579,1.197
ffee,70.8,28,3.524,62,-9,70.8,3.287,1.145,-0.551
ffee,70.8,29,4.708,76,-1,70.8,4.445,1.548,-0.082
ffee,70.8,30,4.848,80,7,70.8,4.544,1.582,0.591
ffee,70.8,31,4.96,77,15,70.8,4.524,1.576,1.284
ffee,297.78,0,0.676,22,-16,297.78,-0.575,0.303,-0.186
ffee,297.78,1,0.748,76,-8,297.78,-0.655,0.345,-0.104
ffee,297.78,2,1.6,75,0,297.78,-1.416,0.746,0.0
ffee,297.78,3,1.7,75,8,297.78,-1.489,0.785,0.237
ffee,297.78,4,0.744,4,-15,297.78,-0.636,0.335,-0.193
ffee,297.78,5,0.784,83,-7,297.78,-0.688,0.363,-0.096
ffee,297.78,6,1.62,44,1,297.78,-1.433,0.755,0.028
ffee,297.78,7,1.676,69,9,297.78,-1.465,0.772,0.262
ffee,297.78,8,0.792,75,-14,297.78,-0.68,0.358,-0.192
ffee,297.78,9,1.86,55,-6,297.78,-1.637,0.862,-0.194
ffee,297.78,10,1.616,39,2,297.78,-1.429,0.753,0.056
ffee,297.78,11,1.688,75,10,297.78,-1.471,0.775,0.293
ffee,297.78,12,0.828,4,-13,297.78,-0.714,0.376,-0.186
ffee,297.78,13,0.0,0,-5,297.78,-0.0,0.0,-0.0
ffee,297.78,14,1.64,37,3,297.78,-1.449,0.763,0.086
ffee,297.78,15,1.696,75,11,297.78,-1.473,0.776,0.324
ffee,297.78,16,0.928,3,-12,297.78,-0.803,0.423,-0.193
ffee,297.78,17,1.592,41,-4,297.78,-1.405,0.74,-0.111
ffee,297.78,18,1.652,75,4,297.78,-1.458,0.768,0.115
ffee,297.78,19,2.796,78,12,297.78,-2.42,1.275,0.581
ffee,297.78,20,0.712,33,-11,297.78,-0.618,0.326,-0.136
ffee,297.78,21,1.576,67,-3,297.78,-1.392,0.734,-0.082
ffee,297.78,22,1.652,73,5,297.78,-1.456,0.767,0.144
ffee,297.78,23,2.828,78,13,297.78,-2.438,1.284,0.636
ffee,297.78,24,0.788,44,-10,297.78,-0.687,0.362,-0.137
ffee,297.78,25,1.584,68,-2,297.78,-1.401,0.738,-0.055
ffee,297.78,26,1.688,75,6,297.78,-1.485,0.782,0.176
ffee,297.78,27,2.836,77,14,297.78,-2.435,1.283,0.686
ffee,297.78,28,0.8,76,-9,297.78,-0.699,0.368,-0.125
ffee,297.78,29,1.588,61,-1,297.78,-1.405,0.74,-0.028
ffee,297.78,30,1.668,68,7,297.78,-1.465,0.772,0.203
ffee,297.78,31,2.856,76,15,297.78,-2.441,1.286,0.739
ffee,297.96,0,0.68,47,-16,297.96,-0.577,0.306,-0.187
ffee,297.96,1,0.744,76,-8,297.96,-0.651,0.345,-0.104
ffee,297.96,2,1.6,72,0,297.96,-1.413,0.75,0.0
ffee,297.96,3,1.692,69,8,297.96,-1.48,0.786,0.235
ffee,297.96,4,0.732,6,-15,297.96,-0.625,0.332,-0.189
ffee,297.96,5,0.788,84,-7,297.96,-0.691,0.367,-0.096
ffee,297.96,6,1.62,46,1,297.96,-1.431,0.759,0.028
ffee,297.96,7,1.672,75,9,297.96,-1.459,0.774,0.262
ffee,297.96,8,0.8,73,-14,297.96,-0.686,0.364,-0.194
ffee,297.96,9,1.86,54,-6,297.96,-1.634,0.867,-0.194
ffee,297.96,10,1.628,52,2,297.96,-1.437,0.763,0.057
ffee,297.96,11,1.692,76,10,297.96,-1.472,0.781,0.294
ffee,297.96,12,0.808,23,-13,297.96,-0.695,0.369,-0.182
ffee,297.96,13,0.0,0,-5,297.96,-0.0,0.0,-0.0
ffee,297.96,14,1.64,36,3,297.96,-1.447,0.768,0.086
ffee,297.96,15,1.696,75,11,297.96,-1.471,0.781,0.324
ffee,297.96,16,0.0,2,-12,297.96,-0.0,0.0,-0.0
ffee,297.96,17,1.58,48,-4,297.96,-1.392,0.739,-0.11
ffee,297.96,18,1.656,75,4,297.96,-1.459,0.775,0.116
ffee,297.96,19,2.812,77,12,297.96,-2.429,1.29,0.585
ffee,297.96,20,0.688,55,-11,297.96,-0.597,0.317,-0.131
ffee,297.96,21,1.568,74,-3,297.96,-1.383,0.734,-0.082
ffee,297.96,22,1.664,67,5,297.96,-1.464,0.777,0.145
ffee,297.96,23,2.824,78,13,297.96,-2.43,1.29,0.635
ffee,297.96,24,0.0,0,-10,297.96,-0.0,0.0,-0.0
ffee,297.96,25,1.572,66,-2,297.96,-1.388,0.737,-0.055
ffee,297.96,26,1.684,75,6,297.96,-1.479,0.785,0.176
ffee,297.96,27,2.844,77,14,297.96,-2.437,1.294,0.688
ffee,297.96,28,0.788,76,-9,297.96,-0.687,0.365,-0.123
ffee,297.96,29,1.58,75,-1,297.96,-1.395,0.741,-0.028
ffee,297.96,30,1.668,71,7,297.96,-1.462,0.776,0.203
ffee,297.96,31,2.856,76,15,297.96,-2.437,1.293,0.739
ffee,298.14,0,0.684,27,-16,298.14,-0.58,0.31,-0.189
ffee,298.14,1,0.748,76,-8,298.14,-0.653,0.349,-0.104
ffee,298.14,2,1.6,74,0,298.14,-1.411,0.755,0.0
ffee,298.14,3,1.688,75,8,298.14,-1.474,0.788,0.235
ffee,298.14,4,0.736,7,-15,298.14,-0.627,0.335,-0.19
ffee,298.14,5,0.796,85,-7,298.14,-0.697,0.373,-0.097
ffee,298.14,6,1.616,44,1,298.14,-1.425,0.762,0.028
ffee,298.14,7,1.672,72,9,298.14,-1.456,0.779,0.262
ffee,298.14,8,0.796,51,-14,298.14,-0.681,0.364,-0.193
ffee,298.14,9,0.0,0,-6,298.14,-0.0,0.0,-0.0
ffee,298.14,10,1.632,51,2,298.14,-1.438,0.769,0.057
ffee,298.14,11,1.688,76,10,298.14,-1.466,0.784,0.293
ffee,298.14,12,0.828,36,-13,298.14,-0.711,0.38,-0.186
ffee,298.14,13,0.0,0,-5,298.14,-0.0,0.0,-0.0
ffee,298.14,14,0.0,0,3,298.14,-0.0,0.0,0.0
ffee,298.14,15,1.688,76,11,298.14,-1.461,0.781,0.322
ffee,298.14,16,0.948,3,-12,298.14,-0.818,0.437,-0.197
ffee,298.14,17,1.552,69,-4,298.14,-1.365,0.73,-0.108
ffee,298.14,18,1.656,75,4,298.14,-1.457,0.779,0.116
ffee,298.14,19,2.796,77,12,298.14,-2.412,1.29,0.581
ffee,298.14,20,0.72,56,-11,298.14,-0.623,0.333,-0.137
ffee,298.14,21,1.564,75,-3,298.14,-1.377,0.737,-0.082
ffee,298.14,22,1.66,62,5,298.14,-1.458,0.78,0.145
ffee,298.14,23,2.828,78,13,298.14,-2.43,1.3,0.636
ffee,298.14,24,0.728,75,-10,298.14,-0.632,0.338,-0.126
ffee,298.14,25,1.576,69,-2,298.14,-1.389,0.743,-0.055
ffee,298.14,26,1.684,75,6,298.14,-1.477,0.79,0.176
ffee,298.14,27,2.844,77,14,298.14,-2.433,1.301,0.688
ffee,298.14,28,0.8,76,-9,298.14,-0.697,0.373,-0.125
ffee,298.14,29,1.588,64,-1,298.14,-1.4,0.749,-0.028
ffee,298.14,30,1.672,71,7,298.14,-1.463,0.783,0.204
ffee,298.14,31,2.86,76,15,298.14,-2.436,1.303,0.74
ffee,298.32,0,0.676,40,-16,298.32,-0.572,0.308,-0.186
ffee,298.32,1,0.744,76,-8,298.32,-0.649,0.35,-0.104
ffee,298.32,2,1.6,75,0,298.32,-1.408,0.759,0.0
ffee,298.32,3,1.688,75,8,298.32,-1.472,0.793,0.235
ffee,298.32,4,0.752,10,-15,298.32,-0.639,0.345,-0.195
ffee,298.32,5,0.808,85,-7,298.32,-0.706,0.38,-0.098
ffee,298.32,6,1.616,48,1,298.32,-1.422,0.767,0.028
ffee,298.32,7,1.668,73,9,298.32,-1.45,0.782,0.261
ffee,298.32,8,0.808,52,-14,298.32,-0.69,0.372,-0.195
ffee,298.32,9,0.0,0,-6,298.32,-0.0,0.0,-0.0
ffee,298.32,10,1.624,46,2,298.32,-1.429,0.77,0.057
ffee,298.32,11,1.684,76,10,298.32,-1.46,0.787,0.292
ffee,298.32,12,0.82,39,-13,298.32,-0.703,0.379,-0.184
ffee,298.32,13,1.564,42,-5,298.32,-1.372,0.739,-0.136
ffee,298.32,14,0.0,0,3,298.32,-0.0,0.0,0.0
ffee,298.32,15,1.688,76,11,298.32,-1.459,0.786,0.322
ffee,298.32,16,0.968,2,-12,298.32,-0.834,0.449,-0.201
ffee,298.32,17,1.544,75,-4,298.32,-1.356,0.731,-0.108
ffee,298.32,18,1.664,68,4,298.32,-1.461,0.787,0.116
ffee,298.32,19,0.0,85,12,298.32,-0.0,0.0,0.0
ffee,298.32,20,0.708,74,-11,298.32,-0.612,0.33,-0.135
ffee,298.32,21,1.544,75,-3,298.32,-1.357,0.731,-0.081
ffee,298.32,22,1.672,68,5,298.32,-1.466,0.79,0.146
ffee,298.32,23,2.828,78,13,298.32,-2.426,1.307,0.636
ffee,298.32,24,0.732,76,-10,298.32,-0.635,0.342,-0.127
ffee,298.32,25,1.568,72,-2,298.32,-1.379,0.743,-0.055
ffee,298.32,26,1.68,75,6,298.32,-1.471,0.793,0.176
ffee,298.32,27,2.844,77,14,298.32,-2.429,1.309,0.688
ffee,298.32,28,0.788,76,-9,298.32,-0.685,0.369,-0.123
ffee,298.32,29,1.572,67,-1,298.32,-1.384,0.746,-0.027
ffee,298.32,30,1.664,74,7,298.32,-1.454,0.784,0.203
ffee,298.32,31,2.86,76,15,298.32,-2.432,1.311,0.74
ffee,298.5,0,0.684,37,-16,298.5,-0.578,0.314,-0.189
ffee,298.5,1,0.744,76,-8,298.5,-0.647,0.352,-0.104
ffee,298.5,2,1.6,72,0,298.5,-1.406,0.763,0.0
ffee,298.5,3,1.676,75,8,298.5,-1.459,0.792,0.233
ffee,298.5,4,0.752,4,-15,298.5,-0.638,0.347,-0.195
ffee,298.5,5,0.792,86,-7,298.5,-0.691,0.375,-0.097
ffee,298.5,6,1.612,46,1,298.5,-1.416,0.769,0.028
ffee,298.5,7,1.664,75,9,298.5,-1.444,0.784,0.26
ffee,298.5,8,0.812,48,-14,298.5,-0.692,0.376,-0.196
ffee,298.5,9,0.0,0,-6,298.5,-0.0,0.0,-0.0
ffee,298.5,10,0.0,0,2,298.5,-0.0,0.0,0.0
ffee,298.5,11,1.68,76,10,298.5,-1.454,0.789,0.292
ffee,298.5,12,0.828,41,-13,298.5,-0.709,0.385,-0.186
ffee,298.5,13,1.564,70,-5,298.5,-1.369,0.743,-0.136
ffee,298.5,14,1.948,95,3,298.5,-1.71,0.928,0.102
ffee,298.5,15,1.688,76,11,298.5,-1.456,0.791,0.322
ffee,298.5,16,0.976,3,-12,298.5,-0.839,0.456,-0.203
ffee,298.5,17,1.548,75,-4,298.5,-1.357,0.737,-0.108
ffee,298.5,18,0.0,0,4,298.5,-0.0,0.0,0.0
ffee,298.5,19,0.0,0,12,298.5,-0.0,0.0,0.0
ffee,298.5,20,0.712,75,-11,298.5,-0.614,0.333,-0.136
ffee,298.5,21,1.552,73,-3,298.5,-1.362,0.74,-0.081
ffee,298.5,22,1.672,70,5,298.5,-1.464,0.795,0.146
ffee,298.5,23,2.832,78,13,298.5,-2.425,1.317,0.637
ffee,298.5,24,0.728,76,-10,298.5,-0.63,0.342,-0.126
ffee,298.5,25,1.568,73,-2,298.5,-1.377,0.748,-0.055
ffee,298.5,26,1.684,75,6,298.5,-1.472,0.799,0.176
ffee,298.5,27,2.848,77,14,298.5,-2.429,1.319,0.689
ffee,298.5,28,0.78,74,-9,298.5,-0.677,0.368,-0.122
ffee,298.5,29,1.584,67,-1,298.5,-1.392,0.756,-0.028
ffee,298.5,30,1.656,73,7,298.5,-1.444,0.784,0.202
ffee,298.5,31,2.864,76,15,298.5,-2.431,1.32,0.741
ffee,298.68,0,0.684,39,-16,298.68,-0.577,0.316,-0.189
ffee,298.68,1,0.744,76,-8,298.68,-0.646,0.354,-0.104
ffee,298.68,2,1.608,73,0,298.68,-1.411,0.772,0.0
ffee,298.68,3,1.68,74,8,298.68,-1.46,0.798,0.234
ffee,298.68,4,0.756,13,-15,298.68,-0.641,0.35,-0.196
ffee,298.68,5,0.8,86,-7,298.68,-0.697,0.381,-0.097
ffee,298.68,6,1.62,36,1,298.68,-1.421,0.777,0.028
ffee,298.68,7,1.664,75,9,298.68,-1.442,0.789,0.26
ffee,298.68,8,0.816,36,-14,298.68,-0.695,0.38,-0.197
ffee,298.68,9,1.588,64,-6,298.68,-1.386,0.758,-0.166
ffee,298.68,10,0.0,0,2,298.68,-0.0,0.0,0.0
ffee,298.68,11,1.68,76,10,298.68,-1.451,0.794,0.292
ffee,298.68,12,0.828,37,-13,298.68,-0.708,0.387,-0.186
ffee,298.68,13,1.572,75,-5,298.68,-1.374,0.752,-0.137
ffee,298.68,14,0.0,0,3,298.68,-0.0,0.0,0.0
ffee,298.68,15,1.688,76,11,298.68,-1.454,0.795,0.322
ffee,298.68,16,0.98,2,-12,298.68,-0.841,0.46,-0.204
ffee,298.68,17,1.548,75,-4,298.68,-1.355,0.741,-0.108
ffee,298.68,18,0.0,0,4,298.68,-0.0,0.0,0.0
ffee,298.68,19,1.88,94,12,298.68,-1.613,0.883,0.391
ffee,298.68,20,0.716,76,-11,298.68,-0.617,0.337,-0.137
ffee,298.68,21,1.544,75,-3,298.68,-1.353,0.74,-0.081
ffee,298.68,22,1.68,72,5,298.68,-1.468,0.803,0.146
ffee,298.68,23,2.836,78,13,298.68,-2.424,1.326,0.638
ffee,298.68,24,0.736,75,-10,298.68,-0.636,0.348,-0.128
ffee,298.68,25,1.564,74,-2,298.68,-1.371,0.75,-0.055
ffee,298.68,26,1.676,75,6,298.68,-1.462,0.8,0.175
ffee,298.68,27,2.844,77,14,298.68,-2.421,1.324,0.688
ffee,298.68,28,0.776,76,-9,298.68,-0.672,0.368,-0.121
ffee,298.68,29,1.58,69,-1,298.68,-1.386,0.758,-0.028
ffee,298.68,30,1.664,75,7,298.68,-1.449,0.793,0.203
ffee,298.68,31,2.86,76,15,298.68,-2.424,1.326,0.74
ffee,298.86,0,0.688,35,-16,298.86,-0.579,0.319,-0.19
ffee,298.86,1,0.744,76,-8,298.86,-0.645,0.356,-0.104
ffee,298.86,2,1.604,75,0,298.86,-1.405,0.774,0.0
ffee,298.86,3,1.676,75,8,298.86,-1.454,0.801,0.233
ffee,298.86,4,0.768,15,-15,298.86,-0.65,0.358,-0.199
ffee,298.86,5,0.78,86,-7,298.86,-0.678,0.374,-0.095
ffee,298.86,6,1.624,35,1,298.86,-1.422,0.784,0.028
ffee,298.86,7,1.664,75,9,298.86,-1.439,0.793,0.26
ffee,298.86,8,0.82,29,-14,298.86,-0.697,0.384,-0.198
ffee,298.86,9,1.592,64,-6,298.86,-1.387,0.764,-0.166
ffee,298.86,10,1.88,66,2,298.86,-1.646,0.907,0.066
ffee,298.86,11,1.68,76,10,298.86,-1.449,0.799,0.292
ffee,298.86,12,0.82,47,-13,298.86,-0.7,0.386,-0.184
ffee,298.86,13,1.556,75,-5,298.86,-1.358,0.748,-0.136
ffee,298.86,14,1.952,82,3,298.86,-1.707,0.941,0.102
ffee,298.86,15,1.688,76,11,298.86,-1.451,0.8,0.322
ffee,298.86,16,0.956,3,-12,298.86,-0.819,0.451,-0.199
ffee,298.86,17,1.544,74,-4,298.86,-1.349,0.743,-0.108
ffee,298.86,18,1.784,90,4,298.86,-1.559,0.859,0.124
ffee,298.86,19,1.836,94,12,298.86,-1.573,0.867,0.382
ffee,298.86,20,0.72,76,-11,298.86,-0.619,0.341,-0.137
ffee,298.86,21,1.544,75,-3,298.86,-1.35,0.744,-0.081
ffee,298.86,22,1.672,71,5,298.86,-1.459,0.804,0.146
ffee,298.86,23,2.84,78,13,298.86,-2.424,1.336,0.639
ffee,298.86,24,0.736,76,-10,298.86,-0.635,0.35,-0.128
ffee,298.86,25,1.564,74,-2,298.86,-1.369,0.754,-0.055
ffee,298.86,26,1.68,75,6,298.86,-1.463,0.806,0.176
ffee,298.86,27,2.852,77,14,298.86,-2.424,1.336,0.69
ffee,298.86,28,0.776,74,-9,298.86,-0.671,0.37,-0.121
ffee,298.86,29,1.588,66,-1,298.86,-1.391,0.766,-0.028
ffee,298.86,30,1.656,75,7,298.86,-1.44,0.793,0.202
ffee,298.86,31,2.864,76,15,298.86,-2.423,1.335,0.741
ffee,299.04,0,0.68,46,-16,299.04,-0.571,0.317,-0.187
ffee,299.04,1,0.752,76,-8,299.04,-0.651,0.361,-0.105
ffee,299.04,2,1.6,74,0,299.04,-1.399,0.777,0.0
ffee,299.04,3,1.672,75,8,299.04,-1.448,0.804,0.233
ffee,299.04,4,0.756,11,-15,299.04,-0.638,0.354,-0.196
ffee,299.04,5,0.792,87,-7,299.04,-0.687,0.382,-0.097
ffee,299.04,6,0.0,0,1,299.04,-0.0,0.0,0.0
ffee,299.04,7,1.664,75,9,299.04,-1.437,0.798,0.26
ffee,299.04,8,0.82,34,-14,299.04,-0.696,0.386,-0.198
ffee,299.04,9,1.592,70,-6,299.04,-1.384,0.769,-0.166
ffee,299.04,10,1.912,39,2,299.04,-1.671,0.928,0.067
ffee,299.04,11,1.684,76,10,299.04,-1.45,0.805,0.292
ffee,299.04,12,0.824,33,-13,299.04,-0.702,0.39,-0.185
ffee,299.04,13,1.556,75,-5,299.04,-1.355,0.752,-0.136
ffee,299.04,14,1.932,67,3,299.04,-1.687,0.937,0.101
ffee,299.04,15,1.684,76,11,299.04,-1.445,0.802,0.321
ffee,299.04,16,0.0,3,-12,299.04,-0.0,0.0,-0.0
ffee,299.04,17,1.54,75,-4,299.04,-1.343,0.746,-0.107
