FrameNumbers,Laser_ID,Points_X,Points_Y,Points_Z,Azimuth,Distance,Intensity,Distance_2,Intensity_2,
1,9,1.14778,-1.34594,-0.213028,139.948,1.748,3,0,0,
1,2,1.05496,-1.23626,-0.396752,139.965,1.64,2,0,0,
1,10,1.18273,-1.38863,-0.188151,139.971,1.8,4,0,0,
1,3,1.03371,-1.21195,-0.359922,139.988,1.6,1,0,0,
1,11,1.18925,-1.39751,-0.157578,139.993,1.808,3,0,0,
1,4,1.06477,-1.24996,-0.341807,140.01,1.644,2,0,0,
1,5,1.05787,-1.24272,-0.310637,140.033,1.628,2,0,0,
1,6,1.09864,-1.29241,-0.293118,140.055,1.688,3,0,0,
1,7,1.09619,-1.29051,-0.26281,140.077,1.68,3,0,0,
1,8,1.12374,-1.32476,-0.239378,140.106,1.72,3,0,0,
1,1,0.997414,-1.17436,-0.403758,140.122,1.56,1,0,0,
1,9,1.13591,-1.3404,-0.211565,140.128,1.736,3,0,0,
1,2,1.04112,-1.22765,-0.392881,140.145,1.624,2,0,0,
1,10,1.17327,-1.38623,-0.187315,140.151,1.792,3,0,0,
1,3,1.01991,-1.20322,-0.356322,140.168,1.584,1,0,0,
1,11,1.1823,-1.39818,-0.157229,140.173,1.804,3,0,0,
1,4,1.04832,-1.23827,-0.337649,140.19,1.624,2,0,0,
1,5,1.05647,-1.24906,-0.3114,140.212,1.632,2,0,0,
1,6,1.08954,-1.2898,-0.291729,140.235,1.68,2,0,0,
1,7,1.08707,-1.28787,-0.261558,140.258,1.672,3,0,0,
1,8,1.11704,-1.32524,-0.238821,140.286,1.716,3,0,0,
1,1,0.998656,-1.18343,-0.405828,140.303,1.568,1,0,0,
1,9,1.12662,-1.33785,-0.21059,140.308,1.728,3,0,0,
1,2,1.03973,-1.23391,-0.393849,140.325,1.628,2,0,0,
1,10,1.15875,-1.37766,-0.185643,140.331,1.776,3,0,0,
1,3,1.01612,-1.20641,-0.356322,140.348,1.584,1,0,0,
1,11,1.17282,-1.39575,-0.156532,140.353,1.796,3,0,0,
1,4,1.07187,-1.2747,-0.346797,140.37,1.668,2,0,0,
1,5,1.05505,-1.25539,-0.312164,140.393,1.636,2,0,0,
1,6,1.08046,-1.28714,-0.29034,140.415,1.672,3,0,0,
1,7,1.07799,-1.28519,-0.260307,140.438,1.664,3,0,0,
1,8,1.10531,-1.31958,-0.237151,140.466,1.704,3,0,0,
1,1,0.987557,-1.17762,-0.402722,140.483,1.556,2,0,0,
1,9,1.11736,-1.33526,-0.209615,140.488,1.72,3,0,0,
1,2,1.02845,-1.22818,-0.390946,140.505,1.616,2,0,0,
1,10,1.14683,-1.37209,-0.184388,140.511,1.764,3,0,0,
1,3,1.01481,-1.21261,-0.357222,140.527,1.588,1,0,0,
1,4,1.04052,-1.24483,-0.337649,140.55,1.624,2,0,0,
1,5,1.03364,-1.23747,-0.306821,140.573,1.608,2,0,0,
1,6,1.07141,-1.28444,-0.288951,140.595,1.664,3,0,0,
1,7,1.06643,-1.27941,-0.25843,140.617,1.652,3,0,0,
1,0,1.01141,-1.21337,-0.443225,140.64,1.608,1,0,0,
1,8,1.09613,-1.31692,-0.236038,140.646,1.696,3,0,0,
1,1,0.976505,-1.17175,-0.399617,140.663,1.544,1,0,0,
1,9,1.11064,-1.33569,-0.209128,140.668,1.716,3,0,0,
