FrameNumbers,Laser_ID,Points_X,Points_Y,Points_Z,Azimuth,Distance,Intensity,Distance_2,Intensity_2,
1,14,-0.0495313,-2.9597,-0.102186,181.201,2.928,18,0,0,
1,7,-0.0505144,-2.96492,-0.464297,181.217,2.968,82,0,0,
1,15,-0.0507224,-2.96101,-0.0511006,181.223,2.928,11,0,0,
1,0,-0.0342553,-2.15994,-0.60971,181.24,2.212,72,0,0,
1,8,-0.0349152,-2.18053,-0.301727,181.246,2.168,77,0,0,
1,16,-0.0520981,-2.95744,0,181.251,2.924,4,0,0,
1,1,-0.0349055,-2.15093,-0.567331,181.263,2.192,66,0,0,
1,9,-0.0364955,-2.21323,-0.267625,181.268,2.196,36,0,0,
1,17,-0.0529833,-2.94498,0.0508214,181.274,2.912,2,0,0,
1,2,-0.0361387,-2.16825,-0.532228,181.285,2.2,72,0,0,
1,10,-0.0475876,-2.66697,-0.276791,181.291,2.648,43,0,0,
1,3,-0.0367497,-2.15772,-0.490393,181.307,2.18,64,0,0,
1,19,-0.0553064,-2.94538,0.152612,181.319,2.916,0,0,0,
1,4,-0.0400588,-2.26373,-0.474039,181.33,2.28,26,0,0,
1,5,-0.0467887,-2.51109,-0.481602,181.353,2.524,44,0,0,
1,13,-0.0572355,-2.94135,-0.152402,181.358,2.912,2,0,0,
1,6,-0.0555291,-2.83415,-0.493855,181.375,2.844,77,0,0,
1,14,-0.0582517,-2.93555,-0.101348,181.381,2.904,1,0,0,
1,7,-0.059732,-2.9608,-0.463672,181.397,2.964,62,0,0,
1,15,-0.0597303,-2.94885,-0.0508912,181.403,2.916,0,0,0,
1,0,-0.0412311,-2.16751,-0.611915,181.42,2.22,73,0,0,
1,8,-0.0415558,-2.17249,-0.300614,181.425,2.16,77,0,0,
1,1,-0.0416154,-2.15081,-0.567331,181.441,2.192,65,0,0,
1,9,-0.0431875,-2.20517,-0.26665,181.447,2.188,19,0,0,
1,2,-0.0428553,-2.16813,-0.532228,181.462,2.2,75,0,0,
1,10,-0.0557323,-2.66283,-0.276373,181.468,2.644,26,0,0,
1,3,-0.043488,-2.16149,-0.491293,181.484,2.184,61,0,0,
1,11,-0.0664651,-3.03769,-0.262862,181.489,3.016,35,0,0,
1,4,-0.0467673,-2.25577,-0.472375,181.505,2.272,28,0,0,
1,5,-0.0547165,-2.52271,-0.483892,181.526,2.536,40,0,0,
1,6,-0.0638488,-2.82609,-0.492466,181.548,2.836,80,0,0,
1,7,-0.066418,-2.88162,-0.451157,181.569,2.884,78,0,0,
1,0,-0.047662,-2.16738,-0.611915,181.59,2.22,74,0,0,
1,8,-0.048222,-2.18027,-0.301727,181.595,2.168,78,0,0,
1,1,-0.0481053,-2.15454,-0.568367,181.611,2.196,67,0,0,
1,9,-0.0490582,-2.18122,-0.263725,181.617,2.164,16,0,0,
1,2,-0.0491774,-2.16412,-0.53126,181.632,2.196,75,0,0,
1,10,-0.0631779,-2.64675,-0.274701,181.638,2.628,13,0,0,
1,3,-0.0497886,-2.15746,-0.490393,181.654,2.18,67,0,0,
